DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2005-03-25,Toronto Raptors,101,Philadelphia 76ers,103
2005-03-25,Chicago Bulls,94,Boston Celtics,86
2005-03-25,Indiana Pacers,94,Detroit Pistons,81
2005-03-25,Phoenix Suns,115,Miami Heat,125
2005-03-25,Houston Rockets,81,New Orleans Hornets,68
2005-03-25,Atlanta Hawks,95,San Antonio Spurs,111
2005-03-25,Milwaukee Bucks,117,Golden State Warriors,118
2005-03-25,Washington Wizards,94,Los Angeles Clippers,98
2005-03-25,New York Knicks,101,Seattle SuperSonics,109
2005-03-26,Minnesota Timberwolves,96,New Jersey Nets,75
2005-03-26,Toronto Raptors,109,Atlanta Hawks,104
2005-03-26,Miami Heat,92,Charlotte Bobcats,94
2005-03-26,Phoenix Suns,118,Orlando Magic,116
2005-03-26,Boston Celtics,99,Detroit Pistons,105
2005-03-26,New Orleans Hornets,96,Memphis Grizzlies,85
2005-03-26,Indiana Pacers,96,Chicago Bulls,100
2005-03-26,Cleveland Cavaliers,86,Dallas Mavericks,117
2005-03-26,Sacramento Kings,99,Denver Nuggets,113
2005-03-26,Milwaukee Bucks,89,Utah Jazz,94
2005-03-26,New York Knicks,96,Portland Trail Blazers,103
2005-03-27,Houston Rockets,70,San Antonio Spurs,83
2005-03-27,Los Angeles Clippers,85,Minnesota Timberwolves,89
2005-03-27,Philadelphia 76ers,96,Los Angeles Lakers,89
2005-03-27,Washington Wizards,95,Seattle SuperSonics,94
2005-03-28,New Jersey Nets,95,Charlotte Bobcats,91
2005-03-28,Atlanta Hawks,102,Orlando Magic,109
2005-03-28,Dallas Mavericks,95,Detroit Pistons,88
2005-03-28,Indiana Pacers,90,Milwaukee Bucks,76
2005-03-28,Cleveland Cavaliers,109,New Orleans Hornets,108
2005-03-28,Memphis Grizzlies,86,Chicago Bulls,94
2005-03-28,Denver Nuggets,114,Phoenix Suns,123
2005-03-28,Houston Rockets,99,Utah Jazz,85
2005-03-28,Washington Wizards,114,Portland Trail Blazers,106
2005-03-28,Philadelphia 76ers,109,Sacramento Kings,118
2005-03-28,New York Knicks,100,Golden State Warriors,108
2005-03-29,Los Angeles Clippers,84,Cleveland Cavaliers,94
2005-03-29,Toronto Raptors,91,Miami Heat,103
2005-03-29,Seattle SuperSonics,102,Memphis Grizzlies,99
2005-03-29,New York Knicks,107,Los Angeles Lakers,117
2005-03-30,Dallas Mavericks,112,Boston Celtics,100
2005-03-30,Chicago Bulls,102,Charlotte Bobcats,99
2005-03-30,Toronto Raptors,96,Orlando Magic,108
2005-03-30,Atlanta Hawks,99,Washington Wizards,102
2005-03-30,Sacramento Kings,82,Detroit Pistons,99
2005-03-30,Los Angeles Clippers,78,New Jersey Nets,95
2005-03-30,Golden State Warriors,113,Milwaukee Bucks,109
2005-03-30,Seattle SuperSonics,76,San Antonio Spurs,89
2005-03-30,Denver Nuggets,109,Utah Jazz,98
2005-03-30,Philadelphia 76ers,87,Phoenix Suns,116
2005-03-30,Houston Rockets,100,Portland Trail Blazers,84
2005-03-31,Cleveland Cavaliers,90,Chicago Bulls,102
2005-03-31,Miami Heat,108,Indiana Pacers,114
2005-03-31,Minnesota Timberwolves,105,Los Angeles Lakers,96
2005-04-01,Toronto Raptors,119,Charlotte Bobcats,107
2005-04-01,Washington Wizards,111,Orlando Magic,102
2005-04-01,Dallas Mavericks,100,Philadelphia 76ers,83
2005-04-01,Boston Celtics,116,Atlanta Hawks,100
2005-04-01,Sacramento Kings,128,Cleveland Cavaliers,109
2005-04-01,Los Angeles Clippers,84,Detroit Pistons,97
2005-04-01,New Jersey Nets,93,New York Knicks,91
2005-04-01,New Orleans Hornets,76,Houston Rockets,73
2005-04-01,Memphis Grizzlies,93,Milwaukee Bucks,82
2005-04-01,Minnesota Timberwolves,98,Phoenix Suns,107
2005-04-01,Golden State Warriors,108,Utah Jazz,91
2005-04-01,San Antonio Spurs,84,Denver Nuggets,102
2005-04-01,Portland Trail Blazers,87,Seattle SuperSonics,89
2005-04-02,Orlando Magic,103,New Jersey Nets,102
2005-04-02,Miami Heat,111,New Orleans Hornets,99
2005-04-02,Charlotte Bobcats,97,Chicago Bulls,112
2005-04-02,Los Angeles Lakers,94,San Antonio Spurs,95
2005-04-02,Denver Nuggets,103,Portland Trail Blazers,97
2005-04-03,Philadelphia 76ers,97,Boston Celtics,93
2005-04-03,Indiana Pacers,79,Washington Wizards,76
2005-04-03,New York Knicks,102,Milwaukee Bucks,106
2005-04-03,Dallas Mavericks,80,Cleveland Cavaliers,100
2005-04-03,Minnesota Timberwolves,112,Sacramento Kings,100
2005-04-03,Los Angeles Clippers,111,Atlanta Hawks,91
2005-04-03,Seattle SuperSonics,92,Golden State Warriors,101
2005-04-03,Detroit Pistons,113,Toronto Raptors,103
2005-04-03,Los Angeles Lakers,82,Memphis Grizzlies,102
2005-04-03,Phoenix Suns,91,Houston Rockets,78
2005-04-05,Los Angeles Clippers,104,Charlotte Bobcats,102
2005-04-05,New Jersey Nets,111,Cleveland Cavaliers,80
2005-04-05,Boston Celtics,116,Washington Wizards,108
2005-04-05,New Orleans Hornets,96,Atlanta Hawks,86
2005-04-05,Chicago Bulls,86,Miami Heat,104
2005-04-05,Indiana Pacers,97,New York Knicks,79
2005-04-05,Denver Nuggets,94,Memphis Grizzlies,91
2005-04-05,Orlando Magic,105,Dallas Mavericks,114
2005-04-05,Portland Trail Blazers,79,Utah Jazz,90
2005-04-05,Los Angeles Lakers,99,Phoenix Suns,125
2005-04-05,Seattle SuperSonics,101,Sacramento Kings,122
2005-04-05,Houston Rockets,117,Golden State Warriors,122
2005-04-06,Milwaukee Bucks,97,Boston Celtics,103
2005-04-06,Cleveland Cavaliers,77,Indiana Pacers,98
2005-04-06,Chicago Bulls,102,Orlando Magic,101
2005-04-06,Charlotte Bobcats,103,Philadelphia 76ers,106
2005-04-06,Memphis Grizzlies,104,Toronto Raptors,74
2005-04-06,Washington Wizards,93,Detroit Pistons,105
2005-04-06,Denver Nuggets,94,New Orleans Hornets,83
2005-04-06,Los Angeles Clippers,82,San Antonio Spurs,91
2005-04-06,Utah Jazz,86,Minnesota Timberwolves,111
2005-04-06,Golden State Warriors,104,Portland Trail Blazers,102
2005-04-07,New York Knicks,98,New Jersey Nets,110
2005-04-07,San Antonio Spurs,68,Dallas Mavericks,104
2005-04-07,Houston Rockets,114,Los Angeles Lakers,100
2005-04-08,Detroit Pistons,114,Orlando Magic,102
2005-04-08,Cleveland Cavaliers,98,Philadelphia 76ers,103
2005-04-08,Atlanta Hawks,101,Toronto Raptors,109
2005-04-08,Washington Wizards,83,Indiana Pacers,93
2005-04-08,Miami Heat,81,Memphis Grizzlies,97
2005-04-08,Utah Jazz,98,New Orleans Hornets,87
2005-04-08,Chicago Bulls,102,New York Knicks,94
2005-04-08,Charlotte Bobcats,75,Milwaukee Bucks,93
2005-04-08,Denver Nuggets,107,Minnesota Timberwolves,104
2005-04-08,Sacramento Kings,119,Portland Trail Blazers,115
2005-04-08,Phoenix Suns,119,Golden State Warriors,127
2005-04-08,Los Angeles Lakers,117,Seattle SuperSonics,94
2005-04-09,Boston Celtics,86,New Jersey Nets,99
2005-04-09,Minnesota Timberwolves,98,Atlanta Hawks,105
2005-04-09,Philadelphia 76ers,112,Washington Wizards,106
2005-04-09,Milwaukee Bucks,81,Cleveland Cavaliers,98
2005-04-09,Toronto Raptors,97,Chicago Bulls,110
2005-04-09,Utah Jazz,81,Dallas Mavericks,88
2005-04-09,Seattle SuperSonics,105,Denver Nuggets,121
2005-04-09,Houston Rockets,98,Phoenix Suns,97
2005-04-09,San Antonio Spurs,125,Los Angeles Clippers,124
2005-04-10,Detroit Pistons,80,Miami Heat,72
2005-04-10,New York Knicks,113,Indiana Pacers,112
2005-04-10,Los Angeles Lakers,105,Sacramento Kings,124
2005-04-10,Portland Trail Blazers,90,New Orleans Hornets,81
2005-04-10,Charlotte Bobcats,95,Memphis Grizzlies,102
2005-04-10,San Antonio Spurs,136,Golden State Warriors,134
2005-04-11,Cleveland Cavaliers,114,Orlando Magic,106
2005-04-11,Indiana Pacers,94,Toronto Raptors,90
2005-04-11,Milwaukee Bucks,112,Washington Wizards,119
2005-04-11,Charlotte Bobcats,110,Atlanta Hawks,105
2005-04-11,Detroit Pistons,85,Chicago Bulls,84
2005-04-11,Memphis Grizzlies,89,Dallas Mavericks,110
2005-04-11,Golden State Warriors,106,Denver Nuggets,122
2005-04-11,Houston Rockets,90,Seattle SuperSonics,78
2005-04-11,Phoenix Suns,108,Los Angeles Lakers,97
2005-04-12,Boston Celtics,105,Philadelphia 76ers,98
2005-04-12,Toronto Raptors,105,New York Knicks,93
2005-04-12,Portland Trail Blazers,89,San Antonio Spurs,95
2005-04-12,New Orleans Hornets,85,Phoenix Suns,99
2005-04-12,Utah Jazz,85,Los Angeles Clippers,94
2005-04-13,Atlanta Hawks,84,Charlotte Bobcats,105
2005-04-13,Orlando Magic,94,Detroit Pistons,103
2005-04-13,New Jersey Nets,86,Indiana Pacers,90
2005-04-13,Boston Celtics,111,Milwaukee Bucks,108
2005-04-13,Golden State Warriors,100,Minnesota Timberwolves,116
2005-04-13,Chicago Bulls,82,Washington Wizards,93
2005-04-13,Memphis Grizzlies,92,Houston Rockets,100
2005-04-13,New Orleans Hornets,102,Denver Nuggets,116
2005-04-13,San Antonio Spurs,91,Utah Jazz,93
2005-04-13,Dallas Mavericks,95,Seattle SuperSonics,90
2005-04-14,New York Knicks,95,Cleveland Cavaliers,89
2005-04-14,Miami Heat,119,Philadelphia 76ers,126
2005-04-14,Dallas Mavericks,102,Portland Trail Blazers,90
2005-04-15,New Jersey Nets,101,Toronto Raptors,90
2005-04-15,Miami Heat,99,Boston Celtics,101
2005-04-15,Milwaukee Bucks,73,Detroit Pistons,99
2005-04-15,Philadelphia 76ers,90,Indiana Pacers,86
2005-04-15,Cleveland Cavaliers,111,Washington Wizards,119
2005-04-15,Orlando Magic,77,Chicago Bulls,117
2005-04-15,Memphis Grizzlies,102,Denver Nuggets,111
2005-04-15,Minnesota Timberwolves,100,Utah Jazz,84
2005-04-15,Los Angeles Clippers,91,Phoenix Suns,98
2005-04-15,Portland Trail Blazers,88,Golden State Warriors,108
2005-04-15,Sacramento Kings,115,Los Angeles Lakers,106
2005-04-15,New Orleans Hornets,72,Seattle SuperSonics,97
2005-04-16,New York Knicks,100,Charlotte Bobcats,98
2005-04-16,Chicago Bulls,114,Atlanta Hawks,105
2005-04-16,Denver Nuggets,87,Houston Rockets,115
2005-04-16,Orlando Magic,103,Milwaukee Bucks,113
2005-04-16,Memphis Grizzlies,75,San Antonio Spurs,97
2005-04-16,Sacramento Kings,98,Phoenix Suns,116
2005-04-16,New Orleans Hornets,89,Los Angeles Clippers,94
2005-04-17,Cleveland Cavaliers,87,Detroit Pistons,90
2005-04-17,Charlotte Bobcats,104,Washington Wizards,106
2005-04-17,Dallas Mavericks,114,Los Angeles Lakers,112
2005-04-17,Indiana Pacers,80,Miami Heat,84
2005-04-17,Seattle SuperSonics,109,Minnesota Timberwolves,94
2005-04-17,Philadelphia 76ers,83,New Jersey Nets,104
2005-04-17,Boston Celtics,103,Toronto Raptors,98
2005-04-17,Atlanta Hawks,139,New York Knicks,135
2005-04-17,Utah Jazz,82,Portland Trail Blazers,100
2005-04-18,Indiana Pacers,88,Orlando Magic,92
2005-04-18,Milwaukee Bucks,106,Philadelphia 76ers,122
2005-04-18,San Antonio Spurs,92,Memphis Grizzlies,94
2005-04-18,Minnesota Timberwolves,102,New Orleans Hornets,99
2005-04-18,Los Angeles Clippers,90,Houston Rockets,115
2005-04-18,Sacramento Kings,82,Utah Jazz,92
2005-04-18,Denver Nuggets,114,Phoenix Suns,128
2005-04-18,Los Angeles Lakers,99,Golden State Warriors,126
2005-04-19,Boston Celtics,86,Cleveland Cavaliers,100
2005-04-19,Detroit Pistons,95,Atlanta Hawks,68
2005-04-19,Charlotte Bobcats,80,Miami Heat,99
2005-04-19,Washington Wizards,101,New Jersey Nets,109
2005-04-19,Toronto Raptors,127,Milwaukee Bucks,109
2005-04-19,New York Knicks,91,Chicago Bulls,92
2005-04-19,Seattle SuperSonics,96,Dallas Mavericks,101
2005-04-19,Portland Trail Blazers,115,Denver Nuggets,119
2005-04-20,New Jersey Nets,102,Boston Celtics,93
2005-04-20,Detroit Pistons,86,Charlotte Bobcats,97
2005-04-20,Miami Heat,98,Orlando Magic,93
2005-04-20,Atlanta Hawks,86,Philadelphia 76ers,110
2005-04-20,Cleveland Cavaliers,104,Toronto Raptors,95
2005-04-20,Washington Wizards,105,New York Knicks,113
2005-04-20,Chicago Bulls,83,Indiana Pacers,85
2005-04-20,Dallas Mavericks,108,Memphis Grizzlies,88
2005-04-20,San Antonio Spurs,73,Minnesota Timberwolves,95
2005-04-20,Los Angeles Clippers,86,New Orleans Hornets,75
2005-04-20,Seattle SuperSonics,78,Houston Rockets,106
2005-04-20,Los Angeles Lakers,103,Portland Trail Blazers,106
2005-04-20,Utah Jazz,89,Golden State Warriors,106
2005-04-20,Phoenix Suns,107,Sacramento Kings,132
2005-11-01,Milwaukee Bucks,117,Philadelphia 76ers,108
2005-11-01,Sacramento Kings,67,New Orleans/Oklahoma City Hornets,93
2005-11-01,Denver Nuggets,91,San Antonio Spurs,102
2005-11-01,Dallas Mavericks,111,Phoenix Suns,108
2005-11-02,New Orleans/Oklahoma City Hornets,87,Cleveland Cavaliers,109
2005-11-02,Indiana Pacers,90,Orlando Magic,78
2005-11-02,Washington Wizards,99,Toronto Raptors,96
2005-11-02,New York Knicks,100,Boston Celtics,114
2005-11-02,Milwaukee Bucks,110,New Jersey Nets,96
2005-11-02,Philadelphia 76ers,88,Detroit Pistons,108
2005-11-02,Miami Heat,97,Memphis Grizzlies,78
2005-11-02,Portland Trail Blazers,86,Minnesota Timberwolves,90
2005-11-02,Charlotte Bobcats,105,Chicago Bulls,109
2005-11-02,Sacramento Kings,89,Houston Rockets,98
2005-11-02,Dallas Mavericks,82,Utah Jazz,93
2005-11-02,Los Angeles Clippers,101,Seattle SuperSonics,93
2005-11-02,Los Angeles Lakers,99,Denver Nuggets,97
2005-11-02,Atlanta Hawks,97,Golden State Warriors,122
2005-11-03,Indiana Pacers,105,Miami Heat,102
2005-11-03,Phoenix Suns,122,Los Angeles Lakers,112
2005-11-04,Memphis Grizzlies,94,Orlando Magic,85
2005-11-04,Charlotte Bobcats,110,Philadelphia 76ers,93
2005-11-04,New Jersey Nets,102,Toronto Raptors,92
2005-11-04,Detroit Pistons,82,Boston Celtics,81
2005-11-04,Washington Wizards,86,New York Knicks,75
2005-11-04,Cleveland Cavaliers,76,San Antonio Spurs,102
2005-11-04,Portland Trail Blazers,68,Denver Nuggets,107
2005-11-04,Utah Jazz,91,Golden State Warriors,85
2005-11-04,Atlanta Hawks,77,Los Angeles Clippers,92
2005-11-04,Minnesota Timberwolves,102,Seattle SuperSonics,107
2005-11-05,Orlando Magic,79,Washington Wizards,87
2005-11-05,Boston Celtics,105,Charlotte Bobcats,107
2005-11-05,Toronto Raptors,84,Detroit Pistons,117
2005-11-05,Chicago Bulls,99,New Jersey Nets,100
2005-11-05,Philadelphia 76ers,111,Indiana Pacers,109
2005-11-05,Cleveland Cavaliers,106,Memphis Grizzlies,113
2005-11-05,San Antonio Spurs,84,Dallas Mavericks,103
2005-11-05,New Orleans/Oklahoma City Hornets,91,Houston Rockets,84
2005-11-05,Miami Heat,100,Milwaukee Bucks,105
2005-11-05,Phoenix Suns,97,Utah Jazz,88
2005-11-05,Atlanta Hawks,93,Portland Trail Blazers,94
2005-11-05,Minnesota Timberwolves,99,Los Angeles Clippers,100
2005-11-06,Golden State Warriors,83,New York Knicks,81
2005-11-06,Sacramento Kings,118,Phoenix Suns,117
2005-11-06,Denver Nuggets,92,Los Angeles Lakers,112
2005-11-07,Cleveland Cavaliers,105,Toronto Raptors,93
2005-11-07,Utah Jazz,95,Charlotte Bobcats,91
2005-11-07,New Jersey Nets,89,Miami Heat,90
2005-11-07,Los Angeles Clippers,78,Minnesota Timberwolves,93
2005-11-07,San Antonio Spurs,104,Chicago Bulls,95
2005-11-08,Los Angeles Lakers,103,Atlanta Hawks,97
2005-11-08,Seattle SuperSonics,69,Memphis Grizzlies,94
2005-11-08,Golden State Warriors,110,Milwaukee Bucks,103
2005-11-08,Orlando Magic,76,Houston Rockets,74
2005-11-08,Detroit Pistons,102,Sacramento Kings,88
2005-11-09,Seattle SuperSonics,85,Cleveland Cavaliers,112
2005-11-09,Dallas Mavericks,97,Philadelphia 76ers,112
2005-11-09,Los Angeles Clippers,102,Washington Wizards,97
2005-11-09,Memphis Grizzlies,98,Boston Celtics,99
2005-11-09,San Antonio Spurs,94,Charlotte Bobcats,86
2005-11-09,Utah Jazz,83,New Jersey Nets,91
2005-11-09,Miami Heat,90,Indiana Pacers,95
2005-11-09,Los Angeles Lakers,74,Minnesota Timberwolves,88
2005-11-09,Orlando Magic,88,New Orleans/Oklahoma City Hornets,83
2005-11-09,Golden State Warriors,84,Chicago Bulls,85
2005-11-09,New York Knicks,83,Portland Trail Blazers,95
2005-11-09,Sacramento Kings,91,Denver Nuggets,107
2005-11-10,Los Angeles Clippers,102,Atlanta Hawks,95
2005-11-10,Houston Rockets,84,Miami Heat,88
2005-11-10,Detroit Pistons,111,Phoenix Suns,104
2005-11-11,New Jersey Nets,90,Indiana Pacers,102
2005-11-11,Utah Jazz,99,Toronto Raptors,84
2005-11-11,San Antonio Spurs,103,Boston Celtics,82
2005-11-11,Dallas Mavericks,98,Charlotte Bobcats,88
2005-11-11,Memphis Grizzlies,70,Cleveland Cavaliers,89
2005-11-11,Seattle SuperSonics,96,Washington Wizards,137
2005-11-11,Los Angeles Lakers,81,Philadelphia 76ers,85
2005-11-11,Denver Nuggets,85,Sacramento Kings,101
2005-11-11,New York Knicks,84,Golden State Warriors,86
2005-11-11,Detroit Pistons,84,Portland Trail Blazers,81
2005-11-12,Memphis Grizzlies,85,Atlanta Hawks,84
2005-11-12,San Antonio Spurs,95,Washington Wizards,110
2005-11-12,Charlotte Bobcats,99,Miami Heat,108
2005-11-12,Houston Rockets,99,New Jersey Nets,91
2005-11-12,Dallas Mavericks,109,New Orleans/Oklahoma City Hornets,103
2005-11-12,Utah Jazz,98,Chicago Bulls,103
2005-11-12,Indiana Pacers,102,Milwaukee Bucks,103
2005-11-12,Golden State Warriors,86,Phoenix Suns,101
2005-11-13,Seattle SuperSonics,126,Toronto Raptors,121
2005-11-13,Houston Rockets,82,Boston Celtics,102
2005-11-13,Cleveland Cavaliers,108,Orlando Magic,100
2005-11-13,Los Angeles Clippers,108,Philadelphia 76ers,113
2005-11-13,Minnesota Timberwolves,91,Denver Nuggets,102
2005-11-13,New York Knicks,105,Sacramento Kings,95
2005-11-14,Los Angeles Lakers,73,Memphis Grizzlies,85
2005-11-14,New York Knicks,73,Utah Jazz,62
2005-11-14,Chicago Bulls,82,Golden State Warriors,100
2005-11-15,Washington Wizards,99,Cleveland Cavaliers,114
2005-11-15,Charlotte Bobcats,77,Orlando Magic,85
2005-11-15,Toronto Raptors,92,Philadelphia 76ers,104
2005-11-15,Boston Celtics,100,Detroit Pistons,115
2005-11-15,New Orleans/Oklahoma City Hornets,102,Miami Heat,109
2005-11-15,Seattle SuperSonics,99,New Jersey Nets,109
2005-11-15,Houston Rockets,94,Minnesota Timberwolves,89
2005-11-15,Denver Nuggets,80,Dallas Mavericks,83
2005-11-15,Atlanta Hawks,79,San Antonio Spurs,103
2005-11-15,Utah Jazz,83,Sacramento Kings,119
2005-11-15,Milwaukee Bucks,85,Los Angeles Clippers,109
2005-11-16,Philadelphia 76ers,121,Toronto Raptors,115
2005-11-16,Seattle SuperSonics,113,Boston Celtics,100
2005-11-16,Indiana Pacers,90,Charlotte Bobcats,122
2005-11-16,Denver Nuggets,91,New Orleans/Oklahoma City Hornets,81
2005-11-16,Memphis Grizzlies,115,Phoenix Suns,103
2005-11-16,New York Knicks,92,Los Angeles Lakers,97
2005-11-16,Chicago Bulls,93,Portland Trail Blazers,96
2005-11-16,Milwaukee Bucks,90,Golden State Warriors,87
2005-11-17,Washington Wizards,98,Minnesota Timberwolves,109
2005-11-17,Atlanta Hawks,78,Dallas Mavericks,87
2005-11-17,Houston Rockets,80,San Antonio Spurs,86
2005-11-18,Orlando Magic,84,Cleveland Cavaliers,102
2005-11-18,Charlotte Bobcats,85,Indiana Pacers,93
2005-11-18,Toronto Raptors,93,Boston Celtics,100
2005-11-18,Philadelphia 76ers,96,Miami Heat,106
2005-11-18,Atlanta Hawks,92,New Orleans/Oklahoma City Hornets,95
2005-11-18,New York Knicks,86,Denver Nuggets,95
2005-11-18,Utah Jazz,94,Phoenix Suns,102
2005-11-18,Detroit Pistons,78,Houston Rockets,70
2005-11-18,Golden State Warriors,91,Portland Trail Blazers,80
2005-11-18,Milwaukee Bucks,82,Sacramento Kings,103
2005-11-18,Los Angeles Clippers,97,Los Angeles Lakers,91
2005-11-18,Chicago Bulls,84,Seattle SuperSonics,98
2005-11-19,New Orleans/Oklahoma City Hornets,98,Orlando Magic,95
2005-11-19,Cleveland Cavaliers,123,Philadelphia 76ers,120
2005-11-19,Washington Wizards,83,New Jersey Nets,89
2005-11-19,Charlotte Bobcats,89,Minnesota Timberwolves,102
2005-11-19,Detroit Pistons,82,Dallas Mavericks,119
2005-11-19,Phoenix Suns,91,San Antonio Spurs,97
2005-11-19,Memphis Grizzlies,80,Utah Jazz,72
2005-11-20,Portland Trail Blazers,92,New York Knicks,103
2005-11-20,Miami Heat,94,Toronto Raptors,107
2005-11-20,Golden State Warriors,101,Los Angeles Clippers,113
2005-11-20,Houston Rockets,74,Indiana Pacers,85
2005-11-20,Memphis Grizzlies,83,Denver Nuggets,99
2005-11-20,Sacramento Kings,104,Seattle SuperSonics,106
2005-11-20,Chicago Bulls,96,Los Angeles Lakers,93
2005-11-21,New Orleans/Oklahoma City Hornets,91,Philadelphia 76ers,103
2005-11-21,Milwaukee Bucks,80,Utah Jazz,100
2005-11-21,San Antonio Spurs,96,Sacramento Kings,93
2005-11-21,New Jersey Nets,97,Golden State Warriors,100
2005-11-22,Boston Celtics,93,Cleveland Cavaliers,115
2005-11-22,Denver Nuggets,108,Washington Wizards,105
2005-11-22,Portland Trail Blazers,95,Memphis Grizzlies,87
2005-11-22,Houston Rockets,93,Dallas Mavericks,102
2005-11-22,Toronto Raptors,82,Phoenix Suns,90
2005-11-22,Utah Jazz,93,Seattle SuperSonics,87
2005-11-23,Boston Celtics,117,Atlanta Hawks,120
2005-11-23,Washington Wizards,83,Orlando Magic,91
2005-11-23,New York Knicks,95,Charlotte Bobcats,108
2005-11-23,Denver Nuggets,89,Detroit Pistons,114
2005-11-23,Phoenix Suns,100,Houston Rockets,88
2005-11-23,Portland Trail Blazers,79,Miami Heat,100
2005-11-23,Philadelphia 76ers,97,Milwaukee Bucks,108
2005-11-23,Minnesota Timberwolves,80,New Orleans/Oklahoma City Hornets,84
2005-11-23,New Jersey Nets,105,Sacramento Kings,114
2005-11-23,San Antonio Spurs,113,Golden State Warriors,89
2005-11-23,Toronto Raptors,100,Los Angeles Clippers,103
2005-11-24,Cleveland Cavaliers,76,Indiana Pacers,98
2005-11-24,Seattle SuperSonics,96,Los Angeles Lakers,108
2005-11-25,Portland Trail Blazers,89,Orlando Magic,104
2005-11-25,Charlotte Bobcats,89,Boston Celtics,90
2005-11-25,Washington Wizards,120,Detroit Pistons,114
2005-11-25,Atlanta Hawks,87,Indiana Pacers,85
2005-11-25,Houston Rockets,81,Memphis Grizzlies,86
2005-11-25,Dallas Mavericks,103,Miami Heat,90
2005-11-25,Milwaukee Bucks,91,Minnesota Timberwolves,99
2005-11-25,Chicago Bulls,106,San Antonio Spurs,99
2005-11-25,Los Angeles Clippers,95,Denver Nuggets,105
2005-11-25,Golden State Warriors,94,Utah Jazz,90
2005-11-25,Toronto Raptors,104,Sacramento Kings,106
2005-11-25,New Jersey Nets,81,Phoenix Suns,92
2005-11-26,Philadelphia 76ers,102,New York Knicks,105
2005-11-26,New Orleans/Oklahoma City Hornets,105,Seattle SuperSonics,99
