DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2015-01-30,Toronto Raptors,127,Brooklyn Nets,122
2015-01-30,Sacramento Kings,90,Cleveland Cavaliers,101
2015-01-30,Dallas Mavericks,93,Miami Heat,72
2015-01-30,Los Angeles Clippers,103,New Orleans Pelicans,108
2015-01-30,Golden State Warriors,100,Utah Jazz,110
2015-01-30,Chicago Bulls,93,Phoenix Suns,99
2015-01-31,Sacramento Kings,99,Indiana Pacers,94
2015-01-31,Dallas Mavericks,108,Orlando Magic,93
2015-01-31,Toronto Raptors,120,Washington Wizards,116
2015-01-31,Philadelphia 76ers,85,Atlanta Hawks,91
2015-01-31,Houston Rockets,101,Detroit Pistons,114
2015-01-31,Oklahoma City Thunder,74,Memphis Grizzlies,85
2015-01-31,Cleveland Cavaliers,106,Minnesota Timberwolves,90
2015-01-31,Portland Trail Blazers,88,Milwaukee Bucks,95
2015-01-31,Charlotte Hornets,104,Denver Nuggets,86
2015-01-31,Los Angeles Clippers,105,San Antonio Spurs,85
2015-01-31,Phoenix Suns,87,Golden State Warriors,106
2015-02-01,Miami Heat,83,Boston Celtics,75
2015-02-01,Los Angeles Lakers,80,New York Knicks,92
2015-02-02,Philadelphia 76ers,84,Cleveland Cavaliers,97
2015-02-02,Charlotte Hornets,92,Washington Wizards,88
2015-02-02,Los Angeles Clippers,100,Brooklyn Nets,102
2015-02-02,Milwaukee Bucks,82,Toronto Raptors,75
2015-02-02,Atlanta Hawks,100,New Orleans Pelicans,115
2015-02-02,Orlando Magic,97,Oklahoma City Thunder,104
2015-02-02,Minnesota Timberwolves,94,Dallas Mavericks,100
2015-02-02,Memphis Grizzlies,102,Phoenix Suns,101
2015-02-03,Denver Nuggets,98,Philadelphia 76ers,105
2015-02-03,Miami Heat,91,Detroit Pistons,108
2015-02-03,Boston Celtics,108,New York Knicks,97
2015-02-03,Utah Jazz,102,Portland Trail Blazers,103
2015-02-03,Golden State Warriors,121,Sacramento Kings,96
2015-02-04,Detroit Pistons,109,Indiana Pacers,114
2015-02-04,Washington Wizards,96,Atlanta Hawks,105
2015-02-04,Denver Nuggets,100,Boston Celtics,104
2015-02-04,Brooklyn Nets,109,Toronto Raptors,93
2015-02-04,Chicago Bulls,90,Houston Rockets,101
2015-02-04,Los Angeles Lakers,105,Milwaukee Bucks,113
2015-02-04,Miami Heat,101,Minnesota Timberwolves,102
2015-02-04,Oklahoma City Thunder,102,New Orleans Pelicans,91
2015-02-04,Orlando Magic,103,San Antonio Spurs,110
2015-02-04,Memphis Grizzlies,100,Utah Jazz,90
2015-02-04,Dallas Mavericks,114,Golden State Warriors,128
2015-02-05,Washington Wizards,87,Charlotte Hornets,94
2015-02-05,Los Angeles Clippers,94,Cleveland Cavaliers,105
2015-02-05,Dallas Mavericks,101,Sacramento Kings,78
2015-02-05,Phoenix Suns,87,Portland Trail Blazers,108
2015-02-06,New York Knicks,88,Brooklyn Nets,92
2015-02-06,Cleveland Cavaliers,99,Indiana Pacers,103
2015-02-06,Los Angeles Lakers,97,Orlando Magic,103
2015-02-06,Los Angeles Clippers,107,Toronto Raptors,123
2015-02-06,Golden State Warriors,116,Atlanta Hawks,124
2015-02-06,Philadelphia 76ers,96,Boston Celtics,107
2015-02-06,Denver Nuggets,88,Detroit Pistons,98
2015-02-06,Milwaukee Bucks,111,Houston Rockets,117
2015-02-06,Memphis Grizzlies,89,Minnesota Timberwolves,90
2015-02-06,New Orleans Pelicans,116,Oklahoma City Thunder,113
2015-02-06,Utah Jazz,93,Phoenix Suns,100
2015-02-06,Miami Heat,85,San Antonio Spurs,98
2015-02-07,Chicago Bulls,107,New Orleans Pelicans,72
2015-02-07,Brooklyn Nets,77,Washington Wizards,114
2015-02-07,Golden State Warriors,106,New York Knicks,92
2015-02-07,Charlotte Hornets,81,Philadelphia 76ers,89
2015-02-07,Portland Trail Blazers,101,Dallas Mavericks,111
2015-02-07,Boston Celtics,93,Milwaukee Bucks,96
2015-02-07,Sacramento Kings,90,Utah Jazz,102
2015-02-08,Los Angeles Clippers,108,Oklahoma City Thunder,131
2015-02-08,Los Angeles Lakers,105,Cleveland Cavaliers,120
2015-02-08,Indiana Pacers,103,Charlotte Hornets,102
2015-02-08,Minnesota Timberwolves,112,Detroit Pistons,101
2015-02-08,Atlanta Hawks,88,Memphis Grizzlies,94
2015-02-08,Chicago Bulls,98,Orlando Magic,97
2015-02-08,Portland Trail Blazers,109,Houston Rockets,98
2015-02-08,San Antonio Spurs,82,Toronto Raptors,87
2015-02-08,Phoenix Suns,83,Sacramento Kings,85
2015-02-09,San Antonio Spurs,95,Indiana Pacers,93
2015-02-09,Golden State Warriors,89,Philadelphia 76ers,84
2015-02-09,Orlando Magic,80,Washington Wizards,96
2015-02-09,New York Knicks,95,Miami Heat,109
2015-02-09,Brooklyn Nets,97,Milwaukee Bucks,103
2015-02-09,Atlanta Hawks,117,Minnesota Timberwolves,105
2015-02-09,Utah Jazz,100,New Orleans Pelicans,96
2015-02-09,Los Angeles Clippers,115,Dallas Mavericks,98
2015-02-09,Oklahoma City Thunder,124,Denver Nuggets,114
2015-02-10,Detroit Pistons,106,Charlotte Hornets,78
2015-02-10,Sacramento Kings,86,Chicago Bulls,104
2015-02-10,Brooklyn Nets,86,Memphis Grizzlies,95
2015-02-10,Houston Rockets,127,Phoenix Suns,118
2015-02-10,Denver Nuggets,106,Los Angeles Lakers,96
2015-02-11,New York Knicks,83,Orlando Magic,89
2015-02-11,Atlanta Hawks,88,Boston Celtics,89
2015-02-11,San Antonio Spurs,104,Detroit Pistons,87
2015-02-11,Washington Wizards,93,Toronto Raptors,95
2015-02-11,Miami Heat,93,Cleveland Cavaliers,113
2015-02-11,Sacramento Kings,103,Milwaukee Bucks,111
2015-02-11,Golden State Warriors,94,Minnesota Timberwolves,91
2015-02-11,Indiana Pacers,106,New Orleans Pelicans,93
2015-02-11,Memphis Grizzlies,89,Oklahoma City Thunder,105
2015-02-11,Utah Jazz,82,Dallas Mavericks,87
2015-02-11,Los Angeles Lakers,86,Portland Trail Blazers,102
2015-02-11,Houston Rockets,95,Los Angeles Clippers,110
2015-02-12,Cleveland Cavaliers,98,Chicago Bulls,113
2015-02-19,Dallas Mavericks,89,Oklahoma City Thunder,104
2015-02-19,San Antonio Spurs,115,Los Angeles Clippers,119
2015-02-20,New Orleans Pelicans,84,Orlando Magic,95
2015-02-20,Indiana Pacers,106,Philadelphia 76ers,95
2015-02-20,Toronto Raptors,105,Atlanta Hawks,80
2015-02-20,Chicago Bulls,91,Detroit Pistons,100
2015-02-20,Miami Heat,111,New York Knicks,87
2015-02-20,Phoenix Suns,109,Minnesota Timberwolves,111
2015-02-20,Cleveland Cavaliers,127,Washington Wizards,89
2015-02-20,Houston Rockets,100,Dallas Mavericks,111
2015-02-20,Denver Nuggets,81,Milwaukee Bucks,89
2015-02-20,Portland Trail Blazers,76,Utah Jazz,92
2015-02-20,Boston Celtics,101,Sacramento Kings,109
2015-02-20,San Antonio Spurs,99,Golden State Warriors,110
2015-02-20,Brooklyn Nets,114,Los Angeles Lakers,105
2015-02-21,Oklahoma City Thunder,110,Charlotte Hornets,103
2015-02-21,New Orleans Pelicans,105,Miami Heat,91
2015-02-21,Phoenix Suns,107,Chicago Bulls,112
2015-02-21,Toronto Raptors,76,Houston Rockets,98
2015-02-21,Sacramento Kings,99,Los Angeles Clippers,126
2015-02-22,Cleveland Cavaliers,101,New York Knicks,83
2015-02-22,Washington Wizards,89,Detroit Pistons,106
2015-02-22,Atlanta Hawks,97,Milwaukee Bucks,86
2015-02-22,Golden State Warriors,98,Indiana Pacers,104
2015-02-22,Philadelphia 76ers,98,Orlando Magic,103
2015-02-22,Denver Nuggets,94,Oklahoma City Thunder,119
2015-02-22,Charlotte Hornets,81,Dallas Mavericks,92
2015-02-22,Memphis Grizzlies,98,Portland Trail Blazers,92
2015-02-22,Boston Celtics,111,Los Angeles Lakers,118
2015-02-23,Philadelphia 76ers,108,Miami Heat,119
2015-02-23,Milwaukee Bucks,71,Chicago Bulls,87
2015-02-23,Minnesota Timberwolves,102,Houston Rockets,113
2015-02-23,Toronto Raptors,97,New Orleans Pelicans,100
2015-02-23,Brooklyn Nets,110,Denver Nuggets,82
2015-02-23,Boston Celtics,115,Phoenix Suns,110
2015-02-23,San Antonio Spurs,81,Utah Jazz,90
2015-02-23,Memphis Grizzlies,90,Los Angeles Clippers,87
2015-02-24,Golden State Warriors,114,Washington Wizards,107
2015-02-24,Cleveland Cavaliers,102,Detroit Pistons,93
2015-02-24,Indiana Pacers,92,Oklahoma City Thunder,105
2015-02-24,Toronto Raptors,92,Dallas Mavericks,99
2015-02-25,Miami Heat,93,Orlando Magic,90
2015-02-25,Dallas Mavericks,87,Atlanta Hawks,104
2015-02-25,New York Knicks,94,Boston Celtics,115
2015-02-25,Charlotte Hornets,98,Chicago Bulls,86
2015-02-25,Los Angeles Clippers,105,Houston Rockets,110
2015-02-25,Philadelphia 76ers,88,Milwaukee Bucks,104
2015-02-25,Washington Wizards,77,Minnesota Timberwolves,97
2015-02-25,Brooklyn Nets,96,New Orleans Pelicans,102
2015-02-25,Phoenix Suns,110,Denver Nuggets,96
2015-02-25,Los Angeles Lakers,100,Utah Jazz,97
2015-02-25,Memphis Grizzlies,90,Sacramento Kings,102
2015-02-25,San Antonio Spurs,95,Portland Trail Blazers,111
2015-02-26,Golden State Warriors,99,Cleveland Cavaliers,110
2015-02-26,Oklahoma City Thunder,113,Phoenix Suns,117
2015-02-27,Cleveland Cavaliers,86,Indiana Pacers,93
2015-02-27,Washington Wizards,81,Philadelphia 76ers,89
2015-02-27,Orlando Magic,88,Atlanta Hawks,95
2015-02-27,Charlotte Hornets,98,Boston Celtics,106
2015-02-27,New York Knicks,121,Detroit Pistons,115
2015-02-27,Golden State Warriors,113,Toronto Raptors,89
2015-02-27,Minnesota Timberwolves,89,Chicago Bulls,96
2015-02-27,Brooklyn Nets,98,Houston Rockets,102
2015-02-27,Los Angeles Clippers,97,Memphis Grizzlies,79
2015-02-27,Miami Heat,102,New Orleans Pelicans,104
2015-02-27,Utah Jazz,104,Denver Nuggets,82
2015-02-27,San Antonio Spurs,107,Sacramento Kings,96
2015-02-27,Milwaukee Bucks,93,Los Angeles Lakers,101
2015-02-27,Oklahoma City Thunder,112,Portland Trail Blazers,115
2015-02-28,Detroit Pistons,95,Washington Wizards,99
2015-02-28,Atlanta Hawks,93,Miami Heat,91
2015-02-28,Toronto Raptors,98,New York Knicks,103
2015-02-28,Memphis Grizzlies,101,Minnesota Timberwolves,97
2015-02-28,Brooklyn Nets,104,Dallas Mavericks,94
2015-02-28,San Antonio Spurs,101,Phoenix Suns,74
2015-02-28,Milwaukee Bucks,75,Utah Jazz,82
2015-03-01,Los Angeles Clippers,96,Chicago Bulls,86
2015-03-01,Cleveland Cavaliers,103,Houston Rockets,105
2015-03-01,Golden State Warriors,106,Boston Celtics,101
2015-03-01,Philadelphia 76ers,74,Indiana Pacers,94
2015-03-01,Charlotte Hornets,98,Orlando Magic,83
2015-03-01,Portland Trail Blazers,110,Sacramento Kings,99
2015-03-01,Oklahoma City Thunder,108,Los Angeles Lakers,101
2015-03-01,New Orleans Pelicans,99,Denver Nuggets,92
2015-03-02,Toronto Raptors,114,Philadelphia 76ers,103
2015-03-02,Golden State Warriors,108,Brooklyn Nets,110
2015-03-02,Phoenix Suns,98,Miami Heat,115
2015-03-02,Los Angeles Clippers,110,Minnesota Timberwolves,105
2015-03-02,New Orleans Pelicans,93,Dallas Mavericks,102
2015-03-03,Los Angeles Lakers,103,Charlotte Hornets,104
2015-03-03,Boston Celtics,79,Cleveland Cavaliers,110
2015-03-03,Sacramento Kings,124,New York Knicks,86
2015-03-03,Houston Rockets,96,Atlanta Hawks,104
2015-03-03,Washington Wizards,92,Chicago Bulls,97
2015-03-03,Utah Jazz,93,Memphis Grizzlies,82
2015-03-03,Milwaukee Bucks,95,Denver Nuggets,106
2015-03-04,New York Knicks,82,Indiana Pacers,105
2015-03-04,Phoenix Suns,105,Orlando Magic,100
2015-03-04,Utah Jazz,84,Boston Celtics,85
2015-03-04,Charlotte Hornets,115,Brooklyn Nets,91
2015-03-04,Cleveland Cavaliers,120,Toronto Raptors,112
2015-03-04,Memphis Grizzlies,102,Houston Rockets,100
2015-03-04,Los Angeles Lakers,94,Miami Heat,100
2015-03-04,Denver Nuggets,100,Minnesota Timberwolves,85
2015-03-04,Detroit Pistons,85,New Orleans Pelicans,88
2015-03-04,Philadelphia 76ers,118,Oklahoma City Thunder,123
2015-03-04,Sacramento Kings,85,San Antonio Spurs,112
2015-03-04,Milwaukee Bucks,93,Golden State Warriors,102
2015-03-04,Portland Trail Blazers,98,Los Angeles Clippers,93
2015-03-05,Oklahoma City Thunder,105,Chicago Bulls,108
2015-03-05,Dallas Mavericks,75,Portland Trail Blazers,94
2015-03-06,Toronto Raptors,94,Charlotte Hornets,103
2015-03-06,Chicago Bulls,84,Indiana Pacers,98
2015-03-06,Sacramento Kings,114,Orlando Magic,119
2015-03-06,Utah Jazz,89,Philadelphia 76ers,83
2015-03-06,Miami Heat,97,Washington Wizards,99
2015-03-06,Cleveland Cavaliers,97,Atlanta Hawks,106
2015-03-06,Phoenix Suns,108,Brooklyn Nets,100
2015-03-06,Detroit Pistons,93,Houston Rockets,103
2015-03-06,Los Angeles Lakers,90,Memphis Grizzlies,97
2015-03-06,Boston Celtics,104,New Orleans Pelicans,98
2015-03-06,Denver Nuggets,111,San Antonio Spurs,120
2015-03-06,Dallas Mavericks,89,Golden State Warriors,104
2015-03-07,Memphis Grizzlies,89,New Orleans Pelicans,95
2015-03-07,Phoenix Suns,79,Cleveland Cavaliers,89
2015-03-07,Sacramento Kings,109,Miami Heat,114
2015-03-07,Indiana Pacers,92,New York Knicks,86
2015-03-07,Atlanta Hawks,84,Philadelphia 76ers,92
2015-03-07,Portland Trail Blazers,113,Minnesota Timberwolves,121
2015-03-07,Washington Wizards,85,Milwaukee Bucks,91
2015-03-07,Houston Rockets,114,Denver Nuggets,100
2015-03-08,Chicago Bulls,105,San Antonio Spurs,116
2015-03-08,Los Angeles Clippers,98,Golden State Warriors,106
2015-03-08,Utah Jazz,95,Brooklyn Nets,88
2015-03-08,Charlotte Hornets,108,Detroit Pistons,101
2015-03-08,Boston Celtics,98,Orlando Magic,103
2015-03-08,Toronto Raptors,104,Oklahoma City Thunder,108
2015-03-08,Dallas Mavericks,100,Los Angeles Lakers,93
2015-03-09,Washington Wizards,95,Charlotte Hornets,69
2015-03-09,Sacramento Kings,105,Atlanta Hawks,130
2015-03-09,Boston Celtics,100,Miami Heat,90
2015-03-09,Memphis Grizzlies,101,Chicago Bulls,91
2015-03-09,New Orleans Pelicans,114,Milwaukee Bucks,103
2015-03-09,New York Knicks,78,Denver Nuggets,106
2015-03-09,Golden State Warriors,98,Phoenix Suns,80
2015-03-09,Minnesota Timberwolves,76,Los Angeles Clippers,89
2015-03-10,Orlando Magic,86,Indiana Pacers,118
2015-03-10,New Orleans Pelicans,111,Brooklyn Nets,91
2015-03-10,Cleveland Cavaliers,127,Dallas Mavericks,94
2015-03-10,Toronto Raptors,107,San Antonio Spurs,117
2015-03-10,New York Knicks,82,Utah Jazz,87
2015-03-10,Detroit Pistons,85,Los Angeles Lakers,93
2015-03-11,Sacramento Kings,113,Charlotte Hornets,106
2015-03-11,Chicago Bulls,104,Philadelphia 76ers,95
2015-03-11,Memphis Grizzlies,92,Boston Celtics,95
2015-03-11,Brooklyn Nets,98,Miami Heat,104
2015-03-11,Orlando Magic,91,Milwaukee Bucks,97
2015-03-11,Los Angeles Clippers,120,Oklahoma City Thunder,108
2015-03-11,Atlanta Hawks,102,Denver Nuggets,115
2015-03-11,Minnesota Timberwolves,97,Phoenix Suns,106
2015-03-11,Detroit Pistons,98,Golden State Warriors,105
2015-03-11,Houston Rockets,100,Portland Trail Blazers,105
2015-03-12,Milwaukee Bucks,103,Indiana Pacers,109
2015-03-12,Memphis Grizzlies,87,Washington Wizards,107
2015-03-12,Houston Rockets,91,Utah Jazz,109
2015-03-12,Cleveland Cavaliers,128,San Antonio Spurs,125
2015-03-12,New York Knicks,101,Los Angeles Lakers,94
2015-03-13,Chicago Bulls,91,Charlotte Hornets,101
2015-03-13,Sacramento Kings,107,Philadelphia 76ers,114
2015-03-13,Orlando Magic,88,Boston Celtics,95
2015-03-13,Miami Heat,92,Toronto Raptors,102
2015-03-13,Minnesota Timberwolves,99,Oklahoma City Thunder,113
2015-03-13,Los Angeles Clippers,99,Dallas Mavericks,129
2015-03-13,Golden State Warriors,103,Denver Nuggets,114
2015-03-13,Atlanta Hawks,96,Phoenix Suns,87
2015-03-13,Detroit Pistons,99,Portland Trail Blazers,118
2015-03-14,Boston Celtics,93,Indiana Pacers,89
2015-03-14,Sacramento Kings,97,Washington Wizards,113
2015-03-14,Brooklyn Nets,94,Philadelphia 76ers,87
2015-03-14,Milwaukee Bucks,83,Memphis Grizzlies,96
2015-03-14,Detroit Pistons,85,Utah Jazz,88
2015-03-14,New York Knicks,94,Golden State Warriors,125
2015-03-15,Chicago Bulls,100,Oklahoma City Thunder,109
2015-03-15,Houston Rockets,100,Los Angeles Clippers,98
2015-03-15,Denver Nuggets,118,New Orleans Pelicans,111
2015-03-15,Cleveland Cavaliers,123,Orlando Magic,108
2015-03-15,Minnesota Timberwolves,97,San Antonio Spurs,123
2015-03-15,Portland Trail Blazers,113,Toronto Raptors,97
2015-03-15,New York Knicks,89,Phoenix Suns,102
2015-03-15,Atlanta Hawks,91,Los Angeles Lakers,86
2015-03-16,Toronto Raptors,117,Indiana Pacers,98
2015-03-16,Portland Trail Blazers,97,Washington Wizards,105
2015-03-16,Philadelphia 76ers,89,Boston Celtics,108
2015-03-16,Denver Nuggets,81,Memphis Grizzlies,92
2015-03-16,Cleveland Cavaliers,92,Miami Heat,106
2015-03-16,Brooklyn Nets,122,Minnesota Timberwolves,106
2015-03-16,Oklahoma City Thunder,115,Dallas Mavericks,119
2015-03-16,Charlotte Hornets,66,Utah Jazz,94
2015-03-16,Atlanta Hawks,110,Sacramento Kings,103
2015-03-16,Los Angeles Lakers,105,Golden State Warriors,108
2015-03-17,Memphis Grizzlies,95,Detroit Pistons,105
2015-03-17,San Antonio Spurs,100,New York Knicks,104
2015-03-17,Orlando Magic,94,Houston Rockets,107
2015-03-17,Milwaukee Bucks,84,New Orleans Pelicans,85
2015-03-17,Charlotte Hornets,92,Los Angeles Clippers,99
2015-03-18,Brooklyn Nets,92,Cleveland Cavaliers,117
2015-03-18,Detroit Pistons,83,Philadelphia 76ers,94
2015-03-18,Portland Trail Blazers,104,Miami Heat,108
2015-03-18,Minnesota Timberwolves,100,Toronto Raptors,105
2015-03-18,Indiana Pacers,86,Chicago Bulls,103
2015-03-18,Orlando Magic,102,Dallas Mavericks,107
2015-03-18,San Antonio Spurs,114,Milwaukee Bucks,103
2015-03-18,Boston Celtics,118,Oklahoma City Thunder,122
2015-03-18,Los Angeles Clippers,116,Sacramento Kings,105
2015-03-18,Atlanta Hawks,95,Golden State Warriors,114
2015-03-18,Washington Wizards,88,Utah Jazz,84
2015-03-19,Minnesota Timberwolves,95,New York Knicks,92
2015-03-19,Denver Nuggets,108,Houston Rockets,118
2015-03-19,New Orleans Pelicans,72,Phoenix Suns,74
2015-03-19,Utah Jazz,80,Los Angeles Lakers,73
2015-03-20,Portland Trail Blazers,104,Orlando Magic,111
2015-03-20,New York Knicks,81,Philadelphia 76ers,97
2015-03-20,Milwaukee Bucks,127,Brooklyn Nets,129
2015-03-20,Indiana Pacers,92,Cleveland Cavaliers,95
2015-03-20,Denver Nuggets,91,Miami Heat,108
2015-03-20,Toronto Raptors,92,Chicago Bulls,108
2015-03-20,Atlanta Hawks,115,Oklahoma City Thunder,123
2015-03-20,Memphis Grizzlies,112,Dallas Mavericks,101
2015-03-20,Boston Celtics,89,San Antonio Spurs,101
2015-03-20,Charlotte Hornets,91,Sacramento Kings,101
2015-03-20,New Orleans Pelicans,96,Golden State Warriors,112
2015-03-20,Washington Wizards,99,Los Angeles Clippers,113
2015-03-21,Brooklyn Nets,123,Indiana Pacers,111
2015-03-21,Chicago Bulls,91,Detroit Pistons,107
2015-03-21,Phoenix Suns,117,Houston Rockets,102
2015-03-21,Portland Trail Blazers,86,Memphis Grizzlies,97
2015-03-21,Utah Jazz,91,Golden State Warriors,106
2015-03-22,San Antonio Spurs,114,Atlanta Hawks,95
2015-03-22,Cleveland Cavaliers,108,Milwaukee Bucks,90
2015-03-22,Miami Heat,75,Oklahoma City Thunder,93
2015-03-22,New Orleans Pelicans,100,Los Angeles Clippers,107
2015-03-22,New York Knicks,89,Toronto Raptors,106
2015-03-22,Detroit Pistons,105,Boston Celtics,97
2015-03-22,Denver Nuggets,119,Orlando Magic,100
2015-03-22,Washington Wizards,86,Sacramento Kings,109
2015-03-22,Charlotte Hornets,109,Minnesota Timberwolves,98
2015-03-22,Dallas Mavericks,92,Phoenix Suns,98
2015-03-22,Philadelphia 76ers,87,Los Angeles Lakers,101
2015-03-23,Houston Rockets,110,Indiana Pacers,100
2015-03-23,Boston Celtics,110,Brooklyn Nets,91
2015-03-23,Memphis Grizzlies,103,New York Knicks,82
2015-03-23,Charlotte Hornets,86,Chicago Bulls,98
2015-03-23,Minnesota Timberwolves,106,Utah Jazz,104
2015-03-23,Washington Wizards,76,Golden State Warriors,107
2015-03-24,Toronto Raptors,104,Detroit Pistons,108
2015-03-24,San Antonio Spurs,94,Dallas Mavericks,101
2015-03-24,Miami Heat,88,Milwaukee Bucks,89
2015-03-24,Los Angeles Lakers,117,Oklahoma City Thunder,127
2015-03-24,Philadelphia 76ers,106,Sacramento Kings,107
2015-03-24,Golden State Warriors,122,Portland Trail Blazers,108
2015-03-25,Brooklyn Nets,91,Charlotte Hornets,88
2015-03-25,Los Angeles Clippers,111,New York Knicks,80
2015-03-25,Atlanta Hawks,95,Orlando Magic,83
2015-03-25,Chicago Bulls,116,Toronto Raptors,103
2015-03-25,Indiana Pacers,103,Washington Wizards,101
2015-03-25,Miami Heat,93,Boston Celtics,86
2015-03-25,Cleveland Cavaliers,111,Memphis Grizzlies,89
2015-03-25,Los Angeles Lakers,101,Minnesota Timberwolves,99
2015-03-25,Houston Rockets,95,New Orleans Pelicans,93
2015-03-25,Philadelphia 76ers,99,Denver Nuggets,85
2015-03-25,Portland Trail Blazers,92,Utah Jazz,89
2015-03-25,Oklahoma City Thunder,91,San Antonio Spurs,130
2015-03-25,Sacramento Kings,108,Phoenix Suns,99
2015-03-26,Indiana Pacers,107,Milwaukee Bucks,111
2015-03-27,Detroit Pistons,111,Orlando Magic,97
2015-03-27,Los Angeles Clippers,119,Philadelphia 76ers,98
2015-03-27,Charlotte Hornets,107,Washington Wizards,110
2015-03-27,Miami Heat,86,Atlanta Hawks,99
2015-03-27,Cleveland Cavaliers,98,Brooklyn Nets,106
2015-03-27,Boston Celtics,96,New York Knicks,92
2015-03-27,Los Angeles Lakers,83,Toronto Raptors,94
2015-03-27,Minnesota Timberwolves,110,Houston Rockets,120
2015-03-27,Golden State Warriors,107,Memphis Grizzlies,84
2015-03-27,Sacramento Kings,88,New Orleans Pelicans,102
2015-03-27,Dallas Mavericks,76,San Antonio Spurs,94
2015-03-27,Utah Jazz,91,Denver Nuggets,107
2015-03-27,Portland Trail Blazers,87,Phoenix Suns,81
2015-03-28,Atlanta Hawks,100,Charlotte Hornets,115
2015-03-28,New York Knicks,80,Chicago Bulls,111
2015-03-28,Golden State Warriors,108,Milwaukee Bucks,95
2015-03-28,Oklahoma City Thunder,89,Utah Jazz,94
2015-03-28,Denver Nuggets,114,Portland Trail Blazers,120
2015-03-29,Houston Rockets,99,Washington Wizards,91
2015-03-29,Los Angeles Lakers,99,Brooklyn Nets,107
2015-03-29,Minnesota Timberwolves,88,New Orleans Pelicans,110
2015-03-29,Philadelphia 76ers,86,Cleveland Cavaliers,87
2015-03-29,Los Angeles Clippers,119,Boston Celtics,106
2015-03-29,Detroit Pistons,102,Miami Heat,109
2015-03-29,Dallas Mavericks,99,Indiana Pacers,104
2015-03-29,Memphis Grizzlies,89,San Antonio Spurs,103
2015-03-29,Oklahoma City Thunder,109,Phoenix Suns,97
2015-03-30,Boston Celtics,116,Charlotte Hornets,104
2015-03-30,Los Angeles Lakers,113,Philadelphia 76ers,111
2015-03-30,Milwaukee Bucks,88,Atlanta Hawks,101
2015-03-30,Houston Rockets,96,Toronto Raptors,99
2015-03-30,Sacramento Kings,83,Memphis Grizzlies,97
2015-03-30,Utah Jazz,104,Minnesota Timberwolves,84
2015-03-30,Phoenix Suns,86,Portland Trail Blazers,109
2015-03-31,Indiana Pacers,106,Brooklyn Nets,111
2015-03-31,Atlanta Hawks,95,Detroit Pistons,105
2015-03-31,San Antonio Spurs,95,Miami Heat,81
2015-03-31,Golden State Warriors,110,Los Angeles Clippers,106
2015-04-01,Detroit Pistons,78,Charlotte Hornets,102
2015-04-01,San Antonio Spurs,103,Orlando Magic,91
2015-04-01,Philadelphia 76ers,93,Washington Wizards,106
2015-04-01,Indiana Pacers,87,Boston Celtics,100
2015-04-01,Brooklyn Nets,100,New York Knicks,98
2015-04-01,Sacramento Kings,111,Houston Rockets,115
2015-04-01,Chicago Bulls,91,Milwaukee Bucks,95
2015-04-01,Toronto Raptors,113,Minnesota Timberwolves,99
2015-04-01,Dallas Mavericks,135,Oklahoma City Thunder,131
2015-04-01,Denver Nuggets,84,Utah Jazz,98
2015-04-01,Los Angeles Clippers,126,Portland Trail Blazers,122
2015-04-01,New Orleans Pelicans,113,Los Angeles Lakers,92
2015-04-02,Miami Heat,88,Cleveland Cavaliers,114
2015-04-02,Houston Rockets,108,Dallas Mavericks,101
2015-04-02,Phoenix Suns,106,Golden State Warriors,107
2015-04-03,Charlotte Hornets,74,Indiana Pacers,93
2015-04-03,New York Knicks,87,Washington Wizards,101
2015-04-03,Milwaukee Bucks,110,Boston Celtics,101
2015-04-03,Toronto Raptors,109,Brooklyn Nets,114
2015-04-03,Detroit Pistons,82,Chicago Bulls,88
2015-04-03,Oklahoma City Thunder,92,Memphis Grizzlies,100
2015-04-03,Orlando Magic,97,Minnesota Timberwolves,84
2015-04-03,Denver Nuggets,93,San Antonio Spurs,123
2015-04-03,New Orleans Pelicans,101,Sacramento Kings,95
2015-04-03,Portland Trail Blazers,107,Los Angeles Lakers,77
2015-04-04,Philadelphia 76ers,91,Charlotte Hornets,92
2015-04-04,Brooklyn Nets,99,Atlanta Hawks,131
2015-04-04,Miami Heat,98,Detroit Pistons,99
2015-04-04,Boston Celtics,117,Toronto Raptors,116
2015-04-04,Washington Wizards,92,Memphis Grizzlies,83
2015-04-04,Golden State Warriors,123,Dallas Mavericks,110
2015-04-04,Orlando Magic,97,Milwaukee Bucks,90
2015-04-04,Los Angeles Clippers,107,Denver Nuggets,92
2015-04-04,Utah Jazz,85,Phoenix Suns,87
2015-04-04,New Orleans Pelicans,90,Portland Trail Blazers,99
2015-04-05,Houston Rockets,115,Oklahoma City Thunder,112
2015-04-05,Chicago Bulls,94,Cleveland Cavaliers,99
2015-04-05,Miami Heat,89,Indiana Pacers,112
2015-04-05,Golden State Warriors,92,San Antonio Spurs,107
2015-04-05,Philadelphia 76ers,91,New York Knicks,101
2015-04-05,Utah Jazz,101,Sacramento Kings,95
2015-04-05,Los Angeles Clippers,106,Los Angeles Lakers,78
2015-04-06,Portland Trail Blazers,96,Brooklyn Nets,106
2015-04-07,Phoenix Suns,69,Atlanta Hawks,96
2015-04-07,Charlotte Hornets,100,Miami Heat,105
2015-04-07,Golden State Warriors,100,New Orleans Pelicans,103
2015-04-07,San Antonio Spurs,113,Oklahoma City Thunder,88
